MM/DD/YYYY,ID,YEAR,MONTH,DAY,TMAX,TMAX_FLAGS,TMIN,TMIN_FLAGS,PRCP,PRCP_FLAGS,SNOW,SNOW_FLAGS,SNWD,SNWD_FLAGS,WT03,WT03_FLAGS,DAPR,DAPR_FLAGS,MDPR,MDPR_FLAGS
2003-07-14,USC00047741,2003,07,14,222.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-15,USC00047741,2003,07,15,217.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-16,USC00047741,2003,07,16,256.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-17,USC00047741,2003,07,17,233.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-18,USC00047741,2003,07,18,222.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-19,USC00047741,2003,07,19,244.0,__0,194.0,__0,3.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-20,USC00047741,2003,07,20,233.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-21,USC00047741,2003,07,21,222.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-22,USC00047741,2003,07,22,206.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-23,USC00047741,2003,07,23,222.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-24,USC00047741,2003,07,24,217.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-25,USC00047741,2003,07,25,222.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-26,USC00047741,2003,07,26,222.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-27,USC00047741,2003,07,27,217.0,__0,200.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-28,USC00047741,2003,07,28,222.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-29,USC00047741,2003,07,29,233.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-30,USC00047741,2003,07,30,239.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-07-31,USC00047741,2003,07,31,222.0,__0,200.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-01,USC00047741,2003,08,1,222.0,__0,200.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-02,USC00047741,2003,08,2,222.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-03,USC00047741,2003,08,3,217.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-04,USC00047741,2003,08,4,228.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-05,USC00047741,2003,08,5,222.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-06,USC00047741,2003,08,6,211.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-07,USC00047741,2003,08,7,222.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-08,USC00047741,2003,08,8,228.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-09,USC00047741,2003,08,9,244.0,__0,211.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-10,USC00047741,2003,08,10,250.0,__0,206.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-11,USC00047741,2003,08,11,239.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-12,USC00047741,2003,08,12,239.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-13,USC00047741,2003,08,13,244.0,__0,nan,nan,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-14,USC00047741,2003,08,14,239.0,__0,206.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-15,USC00047741,2003,08,15,256.0,__0,206.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-16,USC00047741,2003,08,16,250.0,__0,206.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-17,USC00047741,2003,08,17,228.0,__0,211.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-18,USC00047741,2003,08,18,228.0,__0,211.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-19,USC00047741,2003,08,19,228.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-20,USC00047741,2003,08,20,222.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-21,USC00047741,2003,08,21,222.0,__0,200.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-22,USC00047741,2003,08,22,211.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-23,USC00047741,2003,08,23,217.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-24,USC00047741,2003,08,24,239.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-25,USC00047741,2003,08,25,222.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-26,USC00047741,2003,08,26,228.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-27,USC00047741,2003,08,27,228.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-28,USC00047741,2003,08,28,228.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-29,USC00047741,2003,08,29,222.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-30,USC00047741,2003,08,30,217.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-08-31,USC00047741,2003,08,31,222.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-01,USC00047741,2003,09,1,222.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-02,USC00047741,2003,09,2,217.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-03,USC00047741,2003,09,3,217.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-04,USC00047741,2003,09,4,233.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-05,USC00047741,2003,09,5,261.0,__0,200.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-06,USC00047741,2003,09,6,250.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-07,USC00047741,2003,09,7,250.0,__0,200.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-08,USC00047741,2003,09,8,222.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-09,USC00047741,2003,09,9,222.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-10,USC00047741,2003,09,10,233.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-11,USC00047741,2003,09,11,222.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-12,USC00047741,2003,09,12,211.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-13,USC00047741,2003,09,13,222.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-14,USC00047741,2003,09,14,211.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-15,USC00047741,2003,09,15,200.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-16,USC00047741,2003,09,16,206.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-17,USC00047741,2003,09,17,222.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-18,USC00047741,2003,09,18,217.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-19,USC00047741,2003,09,19,217.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-20,USC00047741,2003,09,20,211.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-21,USC00047741,2003,09,21,206.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-22,USC00047741,2003,09,22,206.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-23,USC00047741,2003,09,23,200.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-24,USC00047741,2003,09,24,200.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-25,USC00047741,2003,09,25,200.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-26,USC00047741,2003,09,26,194.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-27,USC00047741,2003,09,27,200.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-28,USC00047741,2003,09,28,194.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-29,USC00047741,2003,09,29,211.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-09-30,USC00047741,2003,09,30,200.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-01,USC00047741,2003,10,1,200.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-02,USC00047741,2003,10,2,189.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-03,USC00047741,2003,10,3,200.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-04,USC00047741,2003,10,4,200.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-05,USC00047741,2003,10,5,189.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-06,USC00047741,2003,10,6,194.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-07,USC00047741,2003,10,7,200.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-08,USC00047741,2003,10,8,194.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-09,USC00047741,2003,10,9,206.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-10,USC00047741,2003,10,10,194.0,__0,178.0,__0,13.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-11,USC00047741,2003,10,11,200.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-12,USC00047741,2003,10,12,206.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-13,USC00047741,2003,10,13,200.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-14,USC00047741,2003,10,14,217.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-15,USC00047741,2003,10,15,200.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-16,USC00047741,2003,10,16,200.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-17,USC00047741,2003,10,17,211.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-18,USC00047741,2003,10,18,200.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-19,USC00047741,2003,10,19,211.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-20,USC00047741,2003,10,20,244.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-21,USC00047741,2003,10,21,239.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-22,USC00047741,2003,10,22,211.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-23,USC00047741,2003,10,23,222.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-24,USC00047741,2003,10,24,200.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-25,USC00047741,2003,10,25,194.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-26,USC00047741,2003,10,26,256.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-27,USC00047741,2003,10,27,228.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-28,USC00047741,2003,10,28,239.0,__0,133.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-29,USC00047741,2003,10,29,200.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-30,USC00047741,2003,10,30,206.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-10-31,USC00047741,2003,10,31,178.0,__0,139.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-01,USC00047741,2003,11,1,178.0,__0,117.0,__0,86.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-02,USC00047741,2003,11,2,178.0,__0,122.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-03,USC00047741,2003,11,3,178.0,__0,139.0,__0,10.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-04,USC00047741,2003,11,4,167.0,__0,111.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-05,USC00047741,2003,11,5,161.0,__0,89.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-06,USC00047741,2003,11,6,178.0,__0,111.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-07,USC00047741,2003,11,7,133.0,__0,100.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-08,USC00047741,2003,11,8,194.0,__0,100.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-09,USC00047741,2003,11,9,233.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-10,USC00047741,2003,11,10,189.0,__0,161.0,__0,5.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-11,USC00047741,2003,11,11,183.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-12,USC00047741,2003,11,12,189.0,__0,144.0,__0,33.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-13,USC00047741,2003,11,13,189.0,__0,128.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-14,USC00047741,2003,11,14,172.0,__0,111.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-15,USC00047741,2003,11,15,178.0,__0,111.0,__0,25.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-16,USC00047741,2003,11,16,167.0,__0,117.0,__0,3.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-17,USC00047741,2003,11,17,178.0,__0,106.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-18,USC00047741,2003,11,18,217.0,__0,94.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-19,USC00047741,2003,11,19,211.0,__0,100.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-20,USC00047741,2003,11,20,167.0,__0,139.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-21,USC00047741,2003,11,21,167.0,__0,133.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-22,USC00047741,2003,11,22,161.0,__0,94.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-23,USC00047741,2003,11,23,178.0,__0,67.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-24,USC00047741,2003,11,24,161.0,__0,72.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-25,USC00047741,2003,11,25,167.0,__0,106.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-26,USC00047741,2003,11,26,161.0,__0,100.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-27,USC00047741,2003,11,27,222.0,__0,78.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-28,USC00047741,2003,11,28,200.0,__0,78.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-29,USC00047741,2003,11,29,189.0,__0,94.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-11-30,USC00047741,2003,11,30,200.0,__0,72.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-01,USC00047741,2003,12,1,172.0,__0,89.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-02,USC00047741,2003,12,2,161.0,__0,83.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-03,USC00047741,2003,12,3,156.0,__0,111.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-04,USC00047741,2003,12,4,156.0,__0,106.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-05,USC00047741,2003,12,5,161.0,__0,100.0,__0,3.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-06,USC00047741,2003,12,6,156.0,__0,100.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-07,USC00047741,2003,12,7,161.0,__0,133.0,__0,58.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-08,USC00047741,2003,12,8,172.0,__0,106.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-09,USC00047741,2003,12,9,183.0,__0,83.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-10,USC00047741,2003,12,10,167.0,__0,106.0,__0,3.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-11,USC00047741,2003,12,11,156.0,__0,111.0,__0,5.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-12,USC00047741,2003,12,12,156.0,__0,67.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-13,USC00047741,2003,12,13,150.0,__0,72.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-14,USC00047741,2003,12,14,161.0,__0,72.0,__0,8.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-15,USC00047741,2003,12,15,150.0,__0,67.0,__0,3.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-16,USC00047741,2003,12,16,183.0,__0,56.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-17,USC00047741,2003,12,17,194.0,__0,50.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-18,USC00047741,2003,12,18,183.0,__0,72.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-19,USC00047741,2003,12,19,206.0,__0,78.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-20,USC00047741,2003,12,20,178.0,__0,94.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-21,USC00047741,2003,12,21,167.0,__0,106.0,__0,3.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-22,USC00047741,2003,12,22,206.0,__0,83.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-23,USC00047741,2003,12,23,156.0,__0,100.0,__0,13.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-24,USC00047741,2003,12,24,167.0,__0,94.0,__0,25.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-25,USC00047741,2003,12,25,167.0,__0,117.0,__0,137.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-26,USC00047741,2003,12,26,133.0,__0,122.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-27,USC00047741,2003,12,27,128.0,__0,61.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-28,USC00047741,2003,12,28,139.0,__0,33.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-29,USC00047741,2003,12,29,139.0,__0,44.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-30,USC00047741,2003,12,30,156.0,__0,78.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2003-12-31,USC00047741,2003,12,31,150.0,__0,44.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-01,USC00047741,2004,01,1,150.0,__0,56.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-02,USC00047741,2004,01,2,161.0,__0,61.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-03,USC00047741,2004,01,3,139.0,__0,89.0,__0,46.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-04,USC00047741,2004,01,4,139.0,__0,61.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-05,USC00047741,2004,01,5,161.0,__0,50.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-06,USC00047741,2004,01,6,161.0,__0,50.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-07,USC00047741,2004,01,7,172.0,__0,94.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-08,USC00047741,2004,01,8,167.0,__0,67.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-09,USC00047741,2004,01,9,161.0,__0,78.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-10,USC00047741,2004,01,10,167.0,__0,72.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
2004-01-11,USC00047741,2004,01,11,172.0,__0,72.0,__0,3.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
